#TimeStamp(inmicroSec);Age;Anger;Contempt;Disgust;Engagement;Fear;Joy;Sadness;Surprise;Valence;Attention;Browfurrow;BrowRaise;Cheekraise;Chinraise;Dimpler;Eyeclosure;Eyewiden;InnerBrowraise;Jawdrop;Lidtighten;Lipcornerdepressor;Lippress;Lippucker;Lipstretch;Lipsuck;Mouthopen;Nosewrinkle;Smile;Smirk;Upperlipraise;Pitch;Roll;Yaw;Id
43227;4;0.001970;0.192711;0.426109;0.080424;0.004491;0.001825;0.023977;0.194660;0.000000;98.552879;0.008726;0.076090;0.000353;0.053560;0.194748;0.000000;0.000395;0.013189;0.288259;0.018054;0.006291;0.036990;0.176577;0.035287;0.008548;0.038608;0.001891;0.000000;0.000276;0.000012;-4.888578;-0.209891;0.894907;0
43306;4;0.001972;0.192712;0.426065;0.080511;0.004488;0.001825;0.023974;0.194675;0.000000;98.074600;0.009140;0.067719;0.000383;0.056313;0.287228;0.000000;0.000383;0.011239;0.314392;0.019918;0.007189;0.045720;0.200091;0.036498;0.010571;0.039993;0.001902;0.000000;0.000267;0.000014;-4.458886;0.101224;2.347009;0
43367;4;0.001971;0.192711;0.426042;0.080701;0.004491;0.001826;0.023974;0.194571;0.000000;98.230064;0.008844;0.062370;0.000341;0.043024;0.351690;0.000000;0.000295;0.011856;0.299528;0.021324;0.006927;0.056408;0.238566;0.035129;0.011024;0.040027;0.001740;0.000000;0.000287;0.000015;-4.965647;-0.632716;1.918159;0
43446;4;0.001973;0.192723;0.425989;0.080795;0.004495;0.001825;0.023969;0.194416;0.000000;98.206711;0.011880;0.059131;0.000487;0.039296;0.464889;0.000000;0.000332;0.010999;0.277822;0.024904;0.006905;0.080363;0.257966;0.034867;0.013647;0.039951;0.001911;0.000000;0.000333;0.000014;-4.608804;0.069957;1.984887;0
43508;4;0.001974;0.192726;0.426025;0.080921;0.004493;0.001826;0.023964;0.194422;0.000000;98.233940;0.012438;0.052548;0.000685;0.034589;0.523928;0.000000;0.000345;0.009320;0.298005;0.026584;0.007006;0.097581;0.286415;0.034493;0.013867;0.040901;0.002772;0.000000;0.000356;0.000014;-4.158921;0.098229;1.906993;0
43570;4;0.001974;0.192728;0.426031;0.080930;0.004490;0.001826;0.023977;0.194472;0.000000;98.077087;0.013096;0.049835;0.000785;0.032965;0.465354;0.000000;0.000356;0.009532;0.318022;0.026744;0.007174;0.071241;0.290798;0.032696;0.013816;0.041926;0.002641;0.000000;0.000358;0.000013;-4.241938;-1.001886;2.340423;0
43634;4;0.001974;0.192721;0.426042;0.081121;0.004490;0.001826;0.023979;0.194496;0.000000;98.687912;0.011088;0.049545;0.000953;0.030710;0.461092;0.000000;0.000365;0.008444;0.320883;0.027603;0.006706;0.051519;0.324114;0.032133;0.013969;0.041312;0.003059;0.000000;0.000374;0.000012;-3.888333;-0.214180;0.398293;0
43711;4;0.001974;0.192714;0.426071;0.081297;0.004492;0.001826;0.023984;0.194448;0.000000;98.316414;0.008890;0.048120;0.001097;0.043748;0.378377;0.000000;0.000406;0.008286;0.307711;0.025616;0.006549;0.034462;0.355857;0.033786;0.012984;0.039664;0.003565;0.000000;0.000406;0.000012;-4.083156;-0.969695;1.663692;0
43774;4;0.001975;0.192713;0.426022;0.081465;0.004493;0.001827;0.023987;0.194411;0.000000;98.268661;0.008856;0.045554;0.001314;0.058591;0.384686;0.000000;0.000358;0.008803;0.303265;0.027083;0.006610;0.030434;0.387332;0.039024;0.015052;0.040248;0.003193;0.000000;0.000386;0.000012;-5.194321;-1.240497;1.805933;0
43836;4;0.001975;0.192712;0.425950;0.081289;0.004496;0.001826;0.023982;0.194367;0.000000;98.208771;0.008462;0.050916;0.001579;0.060671;0.295848;0.000000;0.000404;0.008018;0.280552;0.027066;0.006658;0.032380;0.351649;0.043140;0.017954;0.038139;0.003193;0.000000;0.000375;0.000011;-5.237714;-0.807234;1.979054;0
43899;4;0.001974;0.192712;0.425901;0.081079;0.004497;0.001826;0.023970;0.194412;0.000000;97.821060;0.008578;0.060298;0.002020;0.057659;0.331089;0.000000;0.000579;0.007592;0.268561;0.027921;0.006452;0.043298;0.306003;0.047642;0.020347;0.038760;0.003049;0.000000;0.000389;0.000011;-4.783846;-0.409414;2.978477;0
43961;4;0.001971;0.192705;0.426011;0.081375;0.004499;0.001825;0.023958;0.194520;0.000000;97.769737;0.006415;0.078514;0.002128;0.047046;0.289066;0.000000;0.000597;0.007564;0.242639;0.032237;0.005917;0.034663;0.338938;0.052551;0.017067;0.040143;0.003819;0.000000;0.000400;0.000010;-3.888647;-0.039221;3.097524;0
44024;4;0.001971;0.192712;0.426057;0.081438;0.004497;0.001824;0.023957;0.194621;0.000000;97.977982;0.008337;0.086384;0.001353;0.058069;0.257540;0.000000;0.000541;0.009381;0.249491;0.036684;0.005585;0.037749;0.341825;0.050729;0.015544;0.043073;0.003704;0.000000;0.000416;0.000011;-4.594443;-0.236086;2.596783;0
44117;4;0.001972;0.192716;0.426021;0.081969;0.004491;0.001824;0.023958;0.194805;0.000000;98.333344;0.009226;0.091697;0.000679;0.080022;0.335097;0.000000;0.000638;0.012863;0.283779;0.034007;0.006035;0.046464;0.427642;0.045697;0.015991;0.042175;0.003510;0.000000;0.000463;0.000010;-3.661261;-0.235421;1.612271;0
44180;4;0.001972;0.192719;0.426007;0.081890;0.004478;0.001823;0.023953;0.195270;0.000000;98.036263;0.010032;0.111697;0.000297;0.122620;0.325926;0.000000;0.000861;0.017562;0.342651;0.027585;0.007334;0.038019;0.394166;0.036529;0.017336;0.048716;0.002850;0.000000;0.000450;0.000012;-4.285077;-0.541273;2.447566;0
44242;4;0.001970;0.192736;0.426051;0.082524;0.004468;0.001822;0.023953;0.195639;0.000000;97.976135;0.014886;0.123363;0.000142;0.102847;0.367562;0.000000;0.001195;0.023129;0.409565;0.027447;0.008106;0.056573;0.490463;0.036972;0.014637;0.054494;0.001484;0.000000;0.000450;0.000013;-4.555849;-0.600435;2.601431;0
44306;4;0.001968;0.192736;0.426071;0.082442;0.004466;0.001820;0.023952;0.195889;0.000000;98.009651;0.015004;0.147201;0.000066;0.113007;0.415144;0.000000;0.002185;0.031442;0.401633;0.024258;0.008472;0.048868;0.452755;0.032789;0.013820;0.057640;0.001007;0.000000;0.000426;0.000012;-4.250785;-0.943788;2.516208;0
44368;4;0.001967;0.192740;0.426118;0.082410;0.004463;0.001820;0.023968;0.196083;0.000000;98.086540;0.016249;0.154205;0.000036;0.122117;0.424628;0.000000;0.003493;0.041938;0.423382;0.022292;0.008760;0.040940;0.440344;0.030574;0.011688;0.059939;0.000720;0.000000;0.000370;0.000012;-4.494737;-0.694432;2.315323;0
44430;4;0.001971;0.192749;0.426152;0.082061;0.004463;0.001820;0.023998;0.196140;0.000000;98.229172;0.018835;0.142586;0.000019;0.180769;0.378037;0.000000;0.003951;0.059908;0.450504;0.019691;0.009647;0.059613;0.392465;0.030785;0.011777;0.064852;0.000693;0.000000;0.000351;0.000013;-4.215009;-0.586664;1.920733;0
44508;4;0.001978;0.192784;0.426161;0.081759;0.004463;0.001820;0.024026;0.196067;0.000000;98.168472;0.029044;0.128147;0.000011;0.235738;0.352565;0.000000;0.006695;0.065409;0.483936;0.016144;0.010575;0.059802;0.355250;0.028511;0.013557;0.070937;0.000736;0.000000;0.000297;0.000014;-4.789112;-0.264320;2.092313;0
44571;4;0.001974;0.192777;0.426195;0.082123;0.004458;0.001820;0.024008;0.196339;0.000000;98.235359;0.026951;0.141231;0.000009;0.197675;0.395531;0.000000;0.009410;0.065568;0.506703;0.013437;0.011243;0.061739;0.404390;0.025836;0.013712;0.075945;0.000767;0.000000;0.000304;0.000014;-4.460695;-0.716626;1.902905;0
44634;4;0.001971;0.192788;0.426221;0.081795;0.004456;0.001819;0.024003;0.196381;0.000000;97.862808;0.030203;0.152506;0.000008;0.152280;0.258152;0.000000;0.009439;0.060002;0.506727;0.013328;0.013242;0.057893;0.337008;0.023416;0.011764;0.074241;0.000771;0.000000;0.000272;0.000014;-4.105184;-0.336087;2.879636;0
44696;4;0.001972;0.192791;0.426172;0.081755;0.004454;0.001819;0.024019;0.196404;0.000000;97.586899;0.030981;0.149941;0.000007;0.159409;0.308919;0.000000;0.010162;0.063687;0.523258;0.014697;0.014229;0.049915;0.332771;0.022000;0.012183;0.069348;0.000708;0.000000;0.000261;0.000015;-4.959071;-0.870248;3.500846;0
44774;4;0.001975;0.192778;0.426093;0.081640;0.004456;0.001819;0.024021;0.196340;0.000000;97.954041;0.027418;0.147201;0.000008;0.208351;0.299190;0.000000;0.009763;0.064225;0.508835;0.014079;0.015917;0.047143;0.315789;0.019415;0.014178;0.064576;0.000710;0.000000;0.000274;0.000014;-5.135112;-0.085784;2.656836;0
44836;4;0.001976;0.192784;0.426158;0.081573;0.004451;0.001820;0.024026;0.196426;0.000000;98.328789;0.028975;0.142238;0.000007;0.219757;0.256526;0.000000;0.006963;0.065223;0.539694;0.013028;0.016152;0.045665;0.309158;0.017898;0.013435;0.071454;0.000639;0.000000;0.000293;0.000014;-4.725950;-1.075589;1.626147;0
44915;4;0.001976;0.192801;0.426232;0.082165;0.004432;0.001819;0.024031;0.196950;0.000000;97.756241;0.033242;0.143799;0.000007;0.218141;0.321201;0.000000;0.007366;0.068592;0.670182;0.014211;0.019350;0.054025;0.408931;0.013747;0.012318;0.078003;0.000650;0.000000;0.000348;0.000015;-4.623257;-0.106458;3.128378;0
44977;4;0.001973;0.192792;0.426275;0.082186;0.004425;0.001820;0.024018;0.197064;0.000000;98.177261;0.030781;0.139720;0.000009;0.175739;0.252822;0.000000;0.008185;0.059968;0.713742;0.014631;0.021237;0.057089;0.416610;0.012514;0.009143;0.075289;0.000608;0.000000;0.000360;0.000015;-5.717321;-0.835868;2.067838;0
45039;4;0.001970;0.192769;0.426288;0.081989;0.004428;0.001821;0.024029;0.196950;0.000000;97.899506;0.024491;0.127738;0.000011;0.137947;0.225882;0.000000;0.005282;0.064824;0.693300;0.014086;0.020583;0.046619;0.394955;0.011330;0.008285;0.074461;0.000639;0.000000;0.000343;0.000013;-5.955182;-1.196660;2.791152;0
45102;4;0.001975;0.192779;0.426304;0.082138;0.004426;0.001822;0.024025;0.196829;0.000000;97.967529;0.027319;0.110863;0.000017;0.167931;0.222596;0.000000;0.004989;0.057337;0.719512;0.016114;0.019528;0.060408;0.437335;0.011980;0.008424;0.075544;0.000903;0.000000;0.000366;0.000014;-5.409973;-1.475211;2.623076;0
45164;4;0.001978;0.192765;0.426269;0.081770;0.004431;0.001823;0.024006;0.196525;0.000000;97.788345;0.023392;0.092829;0.000034;0.180211;0.246449;0.000000;0.005442;0.041143;0.694258;0.017729;0.017981;0.052424;0.392442;0.012635;0.010303;0.073213;0.001489;0.000000;0.000344;0.000015;-4.492523;-1.354915;3.054680;0
45227;4;0.001981;0.192773;0.426249;0.082301;0.004436;0.001824;0.024017;0.196192;0.000000;97.933891;0.025460;0.070754;0.000079;0.172773;0.249020;0.000000;0.005323;0.035340;0.685416;0.021298;0.015960;0.056871;0.505176;0.013409;0.010181;0.066216;0.002305;0.000000;0.000373;0.000014;-5.441435;-1.805393;2.706872;0
45305;4;0.001982;0.192769;0.426275;0.082767;0.004431;0.001824;0.023994;0.196234;0.000000;97.503731;0.024196;0.064666;0.000187;0.170692;0.271923;0.000000;0.006559;0.025938;0.720218;0.025063;0.015216;0.082038;0.590331;0.013148;0.009882;0.063010;0.003448;0.000000;0.000389;0.000014;-5.202754;-1.795728;3.674531;0
45367;4;0.001981;0.192768;0.426263;0.082683;0.004427;0.001825;0.023983;0.196347;0.000000;97.460152;0.024029;0.058959;0.000494;0.144734;0.290475;0.000000;0.009853;0.018825;0.762326;0.029880;0.014076;0.067709;0.581899;0.013972;0.012568;0.067747;0.003623;0.000000;0.000379;0.000015;-5.069293;-1.861528;3.763307;0
45446;4;0.001984;0.192773;0.426135;0.082186;0.004430;0.001825;0.023987;0.196096;0.000000;97.258041;0.025808;0.048075;0.000997;0.152290;0.208158;0.000000;0.006648;0.014701;0.741682;0.031364;0.011949;0.074465;0.508323;0.014862;0.016955;0.063658;0.003439;0.000000;0.000320;0.000015;-5.676085;-1.110432;4.156519;0
45508;4;0.001985;0.192781;0.426039;0.081746;0.004432;0.001825;0.023993;0.195979;0.000000;97.926918;0.027905;0.041970;0.001602;0.151346;0.192982;0.000000;0.004913;0.011051;0.735135;0.032660;0.010944;0.053993;0.439174;0.015292;0.022745;0.065829;0.003620;0.000000;0.000328;0.000016;-5.190930;-1.800096;2.724062;0
45572;4;0.001989;0.192788;0.425814;0.081565;0.004435;0.001825;0.023994;0.195864;0.000000;97.656822;0.029808;0.041300;0.002782;0.180800;0.168487;0.000000;0.005157;0.009778;0.714551;0.037706;0.010219;0.046643;0.408815;0.016012;0.032448;0.065595;0.003010;0.000000;0.000327;0.000016;-5.227197;-1.522222;3.350236;0
45634;4;0.001987;0.192774;0.425739;0.081349;0.004439;0.001826;0.023986;0.195779;0.000000;97.473381;0.026154;0.039869;0.004746;0.154444;0.154594;0.000000;0.004515;0.008562;0.688090;0.036739;0.008178;0.041654;0.373070;0.016927;0.036546;0.064827;0.003331;0.000000;0.000320;0.000016;-4.939178;-2.210293;3.736504;0
45712;4;0.001988;0.192766;0.425830;0.081729;0.004434;0.001827;0.023977;0.195955;0.000000;97.397072;0.023479;0.037148;0.006090;0.176587;0.136506;0.000000;0.003751;0.007938;0.720881;0.035426;0.006741;0.032892;0.441114;0.017919;0.037401;0.074353;0.004025;0.000000;0.000377;0.000017;-5.338109;-1.612616;3.889206;0
45774;4;0.001987;0.192753;0.425951;0.081884;0.004424;0.001827;0.023965;0.196263;0.000000;97.766556;0.019866;0.040882;0.006499;0.176998;0.097587;0.000000;0.003219;0.007037;0.774401;0.032145;0.005957;0.031970;0.463863;0.017497;0.033874;0.079334;0.004074;0.000000;0.000384;0.000017;-4.737133;-1.744298;3.104807;0
45836;4;0.001985;0.192754;0.425934;0.081607;0.004428;0.001827;0.023978;0.196096;0.000000;97.220573;0.020537;0.036287;0.004445;0.142283;0.063418;0.000000;0.002104;0.006745;0.755778;0.028126;0.005341;0.026981;0.421014;0.018320;0.032401;0.071511;0.004267;0.000000;0.000340;0.000017;-4.562057;-1.450820;4.226323;0
45899;4;0.001985;0.192746;0.426033;0.081459;0.004433;0.001827;0.023978;0.195920;0.000000;97.862808;0.018421;0.031557;0.003959;0.147998;0.066648;0.000000;0.001334;0.006079;0.718560;0.025849;0.005212;0.029071;0.400300;0.019080;0.027525;0.070490;0.004297;0.000000;0.000320;0.000017;-4.888561;-1.448956;2.879625;0
45961;4;0.001985;0.192731;0.425983;0.081202;0.004443;0.001828;0.023972;0.195687;0.000000;97.856171;0.014489;0.032977;0.004014;0.149827;0.066101;0.000000;0.001274;0.005053;0.647997;0.026173;0.004370;0.024542;0.354575;0.019902;0.027690;0.067899;0.003334;0.000000;0.000256;0.000018;-5.187136;-0.957855;2.895476;0
46025;4;0.001987;0.192731;0.425862;0.081186;0.004451;0.001827;0.023969;0.195490;0.000000;97.868050;0.014350;0.036579;0.003522;0.191084;0.083872;0.000000;0.001332;0.005608;0.589956;0.027521;0.003942;0.024908;0.348309;0.023900;0.033054;0.066018;0.003039;0.000000;0.000258;0.000018;-4.699332;-1.009150;2.867089;0
46117;4;0.001986;0.192727;0.426018;0.080675;0.004460;0.001827;0.023971;0.195248;0.000000;97.187637;0.013369;0.035927;0.003756;0.181693;0.120579;0.000000;0.001259;0.004768;0.532641;0.025770;0.003638;0.029368;0.260469;0.027558;0.027002;0.061755;0.003692;0.000000;0.000263;0.000020;-4.357350;-0.913878;4.286910;0
46180;4;0.001986;0.192732;0.425897;0.080679;0.004468;0.001827;0.023970;0.195045;0.000000;97.572052;0.014642;0.037650;0.002501;0.177237;0.123882;0.000000;0.001110;0.004471;0.482888;0.026403;0.003224;0.031806;0.259473;0.032585;0.031988;0.059735;0.003344;0.000000;0.000267;0.000018;-5.234300;-0.972100;3.532265;0
46242;4;0.001987;0.192739;0.425817;0.080190;0.004469;0.001827;0.023966;0.195026;0.000000;97.804070;0.016804;0.039874;0.001853;0.172020;0.135920;0.000000;0.000920;0.004576;0.475830;0.023866;0.002960;0.037487;0.171740;0.034651;0.037777;0.062368;0.003683;0.000000;0.000242;0.000020;-4.934036;-0.850946;3.018207;0
46306;4;0.001989;0.192747;0.425501;0.080226;0.004472;0.001827;0.023963;0.194914;0.000000;97.640434;0.019110;0.037540;0.001765;0.180636;0.189484;0.000000;0.000860;0.003791;0.459484;0.024007;0.002923;0.038551;0.175231;0.035629;0.053280;0.063107;0.003750;0.000000;0.000232;0.000019;-4.896625;-1.398028;3.385942;0
46367;4;0.001993;0.192751;0.425181;0.080473;0.004477;0.001826;0.023957;0.194800;0.000000;97.788094;0.020164;0.040982;0.002115;0.220255;0.280776;0.000000;0.000973;0.004090;0.427186;0.026377;0.003313;0.045286;0.146465;0.039700;0.067469;0.060948;0.003392;0.000000;0.000233;0.000018;-4.910046;-0.933687;3.055268;0
46429;4;0.001991;0.192756;0.425284;0.080365;0.004481;0.001826;0.023962;0.194696;0.000000;97.338539;0.021600;0.046075;0.002289;0.196258;0.236782;0.000000;0.000858;0.004355;0.395847;0.031103;0.003077;0.042636;0.151320;0.038633;0.062561;0.057677;0.004041;0.000000;0.000244;0.000017;-4.428341;-0.191911;4.003396;0
46508;4;0.001987;0.192755;0.425692;0.080209;0.004481;0.001826;0.023970;0.194721;0.000000;98.222626;0.021097;0.048780;0.002287;0.166384;0.209291;0.000000;0.000781;0.004638;0.392887;0.029241;0.003315;0.035619;0.152676;0.038093;0.043982;0.058483;0.004482;0.000000;0.000243;0.000017;-3.469492;-0.363121;1.939520;0
46540;4;0.001984;0.192747;0.425905;0.080203;0.004482;0.001826;0.023973;0.194703;0.000000;97.318802;0.019002;0.047614;0.002329;0.143980;0.186183;0.000000;0.000794;0.004292;0.387868;0.028450;0.003583;0.033355;0.166537;0.039122;0.034228;0.056293;0.005586;0.000000;0.000238;0.000018;-4.389891;-0.494292;4.041373;0
46602;4;0.001985;0.192738;0.425925;0.080252;0.004481;0.001826;0.023971;0.194755;0.000000;97.895790;0.016592;0.049685;0.002165;0.172938;0.165335;0.000000;0.000777;0.004597;0.388510;0.028177;0.003859;0.027083;0.150099;0.036454;0.033144;0.056252;0.005460;0.000000;0.000233;0.000019;-3.954405;-1.213871;2.800184;0
46665;4;0.001985;0.192739;0.425948;0.080257;0.004478;0.001826;0.023971;0.194836;0.000000;98.075874;0.016814;0.051982;0.001613;0.171512;0.144159;0.000000;0.000602;0.004992;0.403051;0.027842;0.004640;0.028408;0.134484;0.034735;0.031832;0.057027;0.005487;0.000000;0.000226;0.000019;-3.549227;-0.631977;2.343645;0
46742;4;0.001985;0.192730;0.426002;0.080365;0.004480;0.001826;0.023972;0.194762;0.000000;97.304451;0.014333;0.051151;0.001578;0.191183;0.131072;0.000000;0.000559;0.004847;0.386107;0.026724;0.004430;0.032503;0.124024;0.033522;0.025521;0.051302;0.004726;0.000000;0.000237;0.000017;-3.737811;-1.050749;4.068789;0
46806;4;0.001983;0.192726;0.426067;0.080239;0.004486;0.001826;0.023971;0.194642;0.000000;97.761795;0.013123;0.052020;0.001831;0.168372;0.142429;0.000000;0.000641;0.005283;0.352027;0.031018;0.004337;0.039793;0.118763;0.037134;0.020032;0.048666;0.003872;0.000000;0.000241;0.000017;-4.566149;-1.632445;3.115713;0
46867;4;0.001980;0.192721;0.426124;0.080060;0.004488;0.001826;0.023971;0.194596;0.000000;97.595505;0.011673;0.055110;0.001950;0.134091;0.131556;0.000000;0.000628;0.005648;0.329612;0.032581;0.004336;0.036228;0.117119;0.036328;0.016683;0.047331;0.003741;0.000000;0.000253;0.000015;-4.832717;-1.097646;3.482550;0
46946;4;0.001981;0.192720;0.426102;0.080095;0.004488;0.001826;0.023975;0.194568;0.000000;97.762001;0.011432;0.051988;0.002059;0.143325;0.119358;0.000000;0.000480;0.005280;0.329147;0.032816;0.004337;0.027039;0.114410;0.035114;0.017434;0.047953;0.003462;0.000000;0.000254;0.000015;-4.935352;-0.949024;3.115244;0
47008;4;0.001984;0.192726;0.425909;0.080186;0.004489;0.001826;0.023976;0.194518;0.000000;97.642944;0.013198;0.047233;0.002227;0.163960;0.156161;0.000000;0.000590;0.005303;0.335416;0.035286;0.004495;0.033631;0.109570;0.037514;0.026483;0.046337;0.003355;0.000000;0.000262;0.000015;-4.761465;-0.761347;3.380474;0
47070;4;0.001982;0.192726;0.425905;0.080118;0.004482;0.001826;0.023973;0.194730;0.000000;97.981354;0.012971;0.053925;0.002811;0.145367;0.161138;0.000000;0.000711;0.004885;0.372477;0.034433;0.004485;0.028378;0.089863;0.033436;0.026418;0.046680;0.003338;0.000000;0.000284;0.000013;-5.117405;-1.289868;2.588243;0
47134;4;0.001980;0.192734;0.425913;0.079872;0.004480;0.001826;0.023976;0.194737;0.000000;97.701889;0.015278;0.052857;0.003569;0.103292;0.173164;0.000000;0.000781;0.004172;0.385302;0.035994;0.004741;0.030307;0.079077;0.032219;0.026356;0.046095;0.003270;0.000000;0.000259;0.000012;-5.139967;-0.347148;3.250830;0
47196;4;0.001981;0.192730;0.425753;0.079984;0.004477;0.001826;0.023965;0.194832;0.000000;97.446877;0.014078;0.053698;0.004148;0.122188;0.194658;0.000000;0.000968;0.004066;0.405153;0.033904;0.005210;0.045832;0.077723;0.029187;0.033869;0.045098;0.003212;0.000000;0.000280;0.000013;-4.919062;-0.504686;3.790051;0
47259;4;0.001982;0.192734;0.425558;0.079935;0.004478;0.001826;0.023966;0.194773;0.000000;98.023270;0.015324;0.053043;0.005761;0.114134;0.226662;0.000000;0.001037;0.003772;0.397655;0.035668;0.005598;0.042556;0.092292;0.029204;0.043029;0.043517;0.003415;0.000000;0.000271;0.000011;-4.850508;-0.740274;2.481205;0
47337;4;0.001982;0.192741;0.425405;0.079945;0.004481;0.001825;0.023964;0.194711;0.000000;97.804008;0.016878;0.057733;0.006845;0.111179;0.182253;0.000000;0.001201;0.003564;0.376213;0.036713;0.005805;0.041818;0.074212;0.028609;0.052478;0.042385;0.003828;0.000000;0.000304;0.000012;-4.697521;-1.106950;3.018324;0
47399;4;0.001985;0.192744;0.425145;0.080071;0.004479;0.001825;0.023958;0.194754;0.000000;97.610619;0.017751;0.060733;0.008617;0.130373;0.202850;0.000000;0.001248;0.003758;0.384425;0.035154;0.005716;0.047833;0.083905;0.028330;0.064881;0.040491;0.003817;0.000000;0.000311;0.000012;-4.883447;-0.753634;3.450238;0
47476;4;0.001984;0.192734;0.424921;0.080066;0.004479;0.001824;0.023948;0.194845;0.000000;97.676369;0.015257;0.071714;0.009716;0.118539;0.191811;0.000000;0.001305;0.003456;0.375009;0.031454;0.006219;0.034170;0.082131;0.028953;0.076244;0.039026;0.003493;0.000000;0.000278;0.000013;-4.435023;-1.055943;3.307346;0
47540;4;0.001982;0.192726;0.424778;0.080039;0.004483;0.001824;0.023937;0.194818;0.000000;97.599274;0.012989;0.083813;0.011158;0.101609;0.197156;0.000000;0.001415;0.003571;0.334088;0.031631;0.005767;0.032350;0.085319;0.033010;0.083150;0.036430;0.003597;0.000000;0.000304;0.000012;-5.185541;-0.705457;3.474500;0
47602;4;0.001990;0.192736;0.423528;0.080269;0.004485;0.001824;0.023915;0.194730;0.000000;97.345924;0.015400;0.080908;0.012459;0.131624;0.211540;0.000000;0.001159;0.003492;0.327341;0.033085;0.005545;0.042342;0.070261;0.033455;0.144766;0.035453;0.003625;0.000000;0.000337;0.000011;-5.337864;-1.417411;3.989125;0
47665;4;0.001995;0.192734;0.423068;0.080385;0.004489;0.001824;0.023910;0.194620;0.000000;97.502373;0.014754;0.076174;0.013960;0.161019;0.217799;0.000000;0.000962;0.003545;0.308228;0.030265;0.005437;0.035085;0.077266;0.038606;0.169721;0.036097;0.004039;0.000000;0.000344;0.000011;-3.896041;-1.458242;3.677320;0
47743;4;0.001990;0.192737;0.423941;0.080104;0.004495;0.001825;0.023933;0.194403;0.000000;97.911156;0.015631;0.064731;0.018123;0.121248;0.190284;0.000000;0.000605;0.003311;0.284320;0.033335;0.005319;0.035898;0.095477;0.045319;0.132168;0.035862;0.004836;0.000000;0.000353;0.000011;-4.308470;-1.269146;2.762748;0
47806;4;0.001991;0.192734;0.423655;0.080241;0.004499;0.001824;0.023920;0.194383;0.000000;97.322319;0.014905;0.073738;0.020504;0.125957;0.179931;0.000000;0.000502;0.003992;0.253211;0.033494;0.005529;0.037351;0.083561;0.053917;0.147070;0.036310;0.004633;0.000000;0.000344;0.000012;-5.927479;-1.003115;4.034612;0
47867;4;0.001993;0.192729;0.423649;0.080216;0.004496;0.001825;0.023919;0.194462;0.000000;97.623856;0.013003;0.067043;0.018510;0.143485;0.192291;0.000000;0.000353;0.003899;0.279581;0.030723;0.005723;0.031853;0.093859;0.055054;0.149336;0.040532;0.004709;0.000000;0.000401;0.000015;-3.997013;-1.118235;3.421787;0
47930;4;0.001987;0.192728;0.424464;0.080036;0.004497;0.001825;0.023934;0.194437;0.000000;97.816566;0.012626;0.065420;0.013385;0.119451;0.160575;0.000000;0.000243;0.003355;0.276866;0.026126;0.005639;0.032902;0.092119;0.057217;0.109026;0.040269;0.005010;0.000000;0.000422;0.000016;-4.438861;-0.906202;2.989030;0
47993;4;0.001986;0.192740;0.424832;0.080012;0.004500;0.001825;0.023953;0.194303;0.000000;97.281830;0.015858;0.061930;0.010447;0.118715;0.160640;0.000000;0.000256;0.003694;0.262623;0.027717;0.005686;0.029812;0.087645;0.057065;0.090693;0.038462;0.004481;0.000000;0.000463;0.000016;-5.225502;-1.029128;4.111749;0
48055;4;0.001985;0.192745;0.425387;0.080066;0.004500;0.001825;0.023966;0.194267;0.000000;97.834442;0.017015;0.057136;0.009499;0.133118;0.164916;0.000000;0.000230;0.003913;0.264739;0.027378;0.006181;0.027651;0.103809;0.054902;0.066154;0.041666;0.004964;0.000000;0.000519;0.000017;-5.113961;-1.761781;2.947011;0
48148;4;0.001982;0.192732;0.425884;0.080026;0.004503;0.001826;0.023969;0.194211;0.000000;97.777596;0.013088;0.051458;0.008824;0.119703;0.146338;0.000000;0.000211;0.004397;0.248325;0.027473;0.006073;0.031568;0.131739;0.058496;0.043064;0.044705;0.004191;0.000000;0.000570;0.000021;-4.893451;-1.387536;3.079463;0
48212;4;0.001981;0.192739;0.425741;0.080057;0.004508;0.001825;0.023962;0.194136;0.000000;97.297623;0.014844;0.058967;0.008921;0.106813;0.136083;0.000000;0.000296;0.005112;0.214836;0.032906;0.005514;0.041103;0.129599;0.062985;0.050029;0.044722;0.003760;0.000000;0.000562;0.000021;-4.845472;-0.592195;4.081793;0
48275;4;0.001986;0.192748;0.424951;0.080097;0.004512;0.001824;0.023937;0.194102;0.000000;97.397591;0.016915;0.068291;0.007716;0.127276;0.173525;0.000001;0.000440;0.005547;0.189624;0.035017;0.004630;0.064965;0.127127;0.070670;0.085736;0.043672;0.003543;0.000000;0.000653;0.000022;-5.198130;-0.667294;3.888184;0
48336;4;0.001986;0.192757;0.424939;0.080014;0.004513;0.001825;0.023943;0.193988;0.000000;97.809074;0.019739;0.060379;0.006051;0.113425;0.158180;0.000000;0.000479;0.005165;0.187836;0.035825;0.005016;0.072673;0.120666;0.067777;0.085697;0.044466;0.003255;0.000000;0.000617;0.000021;-5.385486;-1.649528;3.006523;0
48398;4;0.001985;0.192752;0.424762;0.080208;0.004509;0.001825;0.023938;0.194112;0.000000;96.972031;0.018144;0.062359;0.006008;0.095467;0.154338;0.000000;0.000523;0.005175;0.209581;0.031945;0.004853;0.067648;0.152569;0.068242;0.090671;0.044912;0.003255;0.000000;0.000640;0.000021;-4.723664;-1.309654;4.667349;0
